UnixTime,temperature,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:10MTR,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:80MTR,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:120MTR,windSpeed # urn:ngsi-ld:Dataset:Open-Meteo:180MTR
1717351200,2.1,7.4,8.2,8.6,9
1717354800,1.8,5.7,6.5,7,7.5
1717358400,0.7,6,6.3,6.8,7.2
1717362000,0.7,6.4,7.2,7.3,7.2
1717365600,0.4,6.5,6.8,6.3,5.8
1717369200,0.4,6,5.1,4.5,4.1
1717372800,0.4,0.7,3.3,5.1,7.6
1717376400,0.5,0.5,3.3,4.7,5.8
1717380000,-0.1,7.1,6.5,6.3,6.6
1717383600,0.2,1.8,4.5,5.6,6.6
1717387200,0.3,1,2.7,3.8,4.6
1717390800,0.5,6.1,3.4,2.3,2.4
1717394400,2.6,1.8,2.2,2.2,2.2
1717398000,3.7,4.3,4.3,4.3,4.2
1717401600,4.6,7,7,6.8,6.5
1717405200,5.4,8.9,9.1,8.9,8.6
1717408800,6.2,9.9,9.9,9.7,9.2
1717412400,7,11,11.2,10.9,10.4
1717416000,7.1,12.5,13,12.7,12.5
1717419600,4.9,14.6,16.3,16.3,16.3
1717423200,5.9,10.1,10.8,10.7,10.7
1717426800,5.7,11.8,13.2,13,13.1
1717430400,5.3,8,9,8.9,8.8
1717434000,5.1,5.4,5.4,5.2,4.7
1717437600,4.5,7.4,8,8.2,8.2
1717441200,4.1,6.3,7.2,7.4,7.3
1717444800,4,1.1,1.1,1.5,1.8
1717448400,3.6,1.1,1.1,1.1,1.1
1717452000,3.3,1.6,1.8,1.8,1.8
1717455600,3,4,3.4,2.8,2
1717459200,2.4,6.8,7.4,6.3,5.4
1717462800,2.3,6.5,6.3,5,4
1717466400,2.2,6.8,7.2,5.8,4.7
1717470000,1.8,8.1,9.6,8.2,7.2
1717473600,1.9,8.1,10.4,9.3,8
1717477200,2.6,6.2,7,5.9,4.7
1717480800,4.2,1.4,1.5,1.5,1.5
1717484400,5.4,2.1,2.5,2.8,2.9
1717488000,6,4,4,4,3.6
1717491600,6.4,5.2,5.1,4.7,4.7
1717495200,6.9,7.6,7.6,7.5,7
1717498800,6.5,11.4,12,11.6,11.3
1717502400,6.9,15.3,16.9,16.9,16.7
1717506000,6,11.5,13.2,13.3,13.4
1717509600,2.8,18.7,23,23.7,23.8
1717513200,5.8,10.5,11.5,11.7,11.7
1717516800,4.9,6.5,7.5,7.8,8.1
1717520400,2.9,10.6,12.4,12.2,10.7
1717524000,4.2,3.3,3.7,4.3,5
1717527600,4,5.2,6.5,6.8,7
1717531200,3.4,4,5.7,6,6.5
1717534800,3.5,3.3,5.3,6.2,7.1
1717538400,3.1,4.1,5.5,5.8,6.2
1717542000,2.6,2.5,4.9,5.6,6.6
1717545600,2.2,1,3.1,4.3,5.2
1717549200,2.1,1.3,2.5,3.8,4.3
1717552800,1.8,2.1,2.6,3.8,4.8
1717556400,1.7,0.8,2.9,4.2,5.7
1717560000,1.9,1.6,3.8,4.8,5.9
1717563600,2.3,2.2,1.5,3.1,4.1
1717567200,4.1,1.8,2.3,2.9,3.4
1717570800,5.2,6.1,6.1,5.9,5.6
1717574400,5.8,8.4,8.4,8.2,8.2
1717578000,6.7,9.2,9.4,9.2,8.7
1717581600,7.4,10.6,10.7,10.7,10
1717585200,7.7,11.2,11.5,11.3,11.1
1717588800,8.1,12.6,13.5,13.3,12.9
1717592400,8.6,15,16.2,16.2,15.8
1717596000,8.7,16.9,18.4,18.2,18.1
1717599600,8.9,17.3,18.6,18.8,18.7
1717603200,8.7,19.7,22.2,22.6,22.4
1717606800,7.9,17.4,19.6,20.2,20
1717610400,6.9,10.7,12.3,12.5,12.6
1717614000,5.9,7.2,8.9,9.5,10
1717617600,5.2,4.7,6.9,7.5,7.9
1717621200,5,1.8,4.5,5.8,7
1717624800,4.7,1,2.8,4.1,5.4
1717628400,4.4,1.8,4.1,5.6,6.9
1717632000,4.4,4.4,7.3,8.3,9.7
1717635600,4.3,4.6,7.9,9.2,10.4
1717639200,4.2,4.1,7.9,9.4,11
1717642800,4.6,6.5,10.1,11.3,12.3
1717646400,4.3,7.7,11,12,13.2
1717650000,4.7,8,11.5,12.3,13.6
1717653600,6,7.9,10.4,11.5,12.5
1717657200,7.1,10.5,11.5,12,12.3
1717660800,8,13,14.5,14.5,14.8
1717664400,9.2,13.8,14.8,15,15.3
1717668000,9.9,17.1,18.3,18.3,18.3
1717671600,10.3,19.4,21.1,21.4,21.4
1717675200,9.7,22.3,25.1,25.3,25.2
1717678800,8.9,22.9,27.2,27.4,27.6
1717682400,8.8,11.5,12.7,12.8,12.8
1717686000,9.3,14,15.3,15.3,15.7
1717689600,8.9,12.3,13.5,13.5,13.8
1717693200,8.7,8.7,9.4,9.2,9.3
1717696800,8.5,6.5,7.4,8,8.6
1717700400,7.9,5.6,7,7.7,8.7
1717704000,7.2,4.7,6.5,7.2,8.3
1717707600,6.8,5.2,7,8,8.6
1717711200,6.5,5.5,6.8,7.3,8
1717714800,6.2,5.9,7.2,7.7,8.8
1717718400,5.7,5.1,6.8,7.7,9
1717722000,5.9,5.4,7.3,8.4,9.1
1717725600,5.8,4.7,6.7,7.5,8.1
1717729200,5.9,3.7,5.5,6.5,7.8
1717732800,5.8,2.6,2.6,3.2,4.3
1717736400,6,5.5,7.3,8.1,8.9
1717740000,8,6.2,8.3,9.4,10.5
1717743600,9.2,9.2,10.1,10.3,11.4
1717747200,10,13.3,14.6,14.7,15.1
1717750800,10.2,17.2,19.2,19.3,19.8
1717754400,10.9,11.7,13,13.6,14.2
1717758000,11.6,21.9,24,24.5,24.5
1717761600,11.1,11.3,12.2,12.6,13
1717765200,11.3,21.1,24,24.1,24.2
1717768800,10.8,24.2,28.1,28.8,29
1717772400,9.3,13,15.5,16.5,17.8
1717776000,9,15.1,18.4,19.7,20.8
1717779600,8.9,9.4,11.2,11.5,12.2
1717783200,8.4,10.2,12.8,13.9,14.7
1717786800,7.5,8.7,12.2,13.5,14.8
1717790400,7.6,4.8,8.2,9.8,11.2
1717794000,7.5,8.2,11.8,13.4,14.8
1717797600,7.4,7.2,10.5,11.7,13
1717801200,6.7,6.8,10.7,12.3,13.6
1717804800,7.2,5.4,8.4,9.9,11
1717808400,7,5.1,8,8.8,10.2
1717812000,6.5,6.4,8.2,8.9,9.8
1717815600,6,7.8,9.3,9.4,9.9
1717819200,6.2,10.2,14.5,14.7,15
1717822800,7.1,9,12.8,13,13.5
1717826400,8.6,10,13.6,14.4,15.5
1717830000,9.5,9.5,11.1,11.6,12.3
1717833600,10.4,10,11.3,11.8,12.1
1717837200,11,13.8,14.8,15.4,15.5
1717840800,11.6,16.8,18.5,19,19.3
1717844400,12.4,13.4,15,15.3,15.6
1717848000,13.4,18.3,19.8,20.4,20.8
1717851600,11.8,17.9,19.6,20,20.4
1717855200,11,14.6,16.3,16.6,17.3
1717858800,11.6,13.8,14.8,14.8,15.1
1717862400,11.4,13,14.2,14.3,14.4
1717866000,10.8,9.8,11,11.1,11.4
1717869600,10.2,7.7,9.4,10.2,10.7
1717873200,8.8,5.6,8.8,9.6,10
1717876800,7.8,8.3,13,13.1,13.3
1717880400,7.4,8.8,12.6,12.6,12.7
1717884000,7.2,10.3,14.9,15.2,15.1
1717887600,7.3,11.8,17.1,17.7,18.4
1717891200,7.6,13.1,18.5,19.8,20.3
1717894800,7.6,14.4,20.2,21.3,22.1
1717898400,7.6,13.8,19.5,20.5,21.6
1717902000,7.8,19.2,25,26,27
1717905600,8,17.3,23,24.5,25.3
1717909200,8.4,13.1,18,18.9,19.5
1717912800,9.1,19.4,25.1,26.8,28.1
1717916400,9.7,20.1,25.2,26.5,28.1
1717920000,10.8,20.3,24.6,26.1,27.2
1717923600,11.3,18.9,22.4,23.5,24.3
1717927200,11.1,23.1,28.1,28.9,29.4
1717930800,10.1,20.8,25.8,26.9,28
1717934400,9.2,22.1,27.2,28.8,30.1
1717938000,9.8,28.4,34.8,35.9,36.7
1717941600,9.4,21.9,26.4,27.6,28.6
1717945200,8.8,19,23.1,23.9,25.1
1717948800,7.7,15.2,19.6,20.7,21.8
1717952400,6.8,19.9,25.4,26.9,28
1717956000,6.8,8,10.5,11.2,12.2
1717959600,5.7,8.7,10.3,10.7,11.5
1717963200,5.1,5.6,6,5.8,5.8
1717966800,5,11.5,13.2,13.2,13.2
1717970400,4.3,7.6,8.6,9,9.4
1717974000,4.3,6.2,6.8,7.6,8.2
1717977600,4,3.9,6.3,7.1,8.3
1717981200,3.6,6.7,9,9.5,10.2
1717984800,3.5,3.8,5.9,7.1,8.2
1717988400,3.5,5.5,6.8,7.5,8.4
1717992000,3.1,1.8,3.8,4.6,5.9
1717995600,3.3,3.3,4.8,4.8,5.1
1717999200,4.5,4.6,4.8,4.8,4.8
1718002800,5.3,7.1,7.4,7.4,7.4
1718006400,5.8,8.7,8.9,8.9,8.7
1718010000,6.7,9.2,9.2,8.9,8.7
1718013600,7.4,9.4,9.7,9.4,9.2
1718017200,7.8,9.9,10.2,9.9,9.4
1718020800,8.2,9.9,9.9,9.7,9.2
1718024400,8.5,10.9,10.9,10.7,10.4
1718028000,8.5,10.7,10.9,10.7,10.4
1718031600,8,11,11.2,10.9,10.7
1718035200,7.5,10,10.7,10.4,10.2
1718038800,6.9,7.8,8,8,7.7
1718042400,5.9,6,6.7,6.7,6.4
1718046000,4.8,4.7,5,5,4.7
1718049600,3.9,2.6,4,4.3,5.2
1718053200,3.3,1.9,1.8,3.6,4.4
1718056800,3.2,1.5,2.5,3.2,4.1
1718060400,2.9,0.4,1.5,2.6,3
1718064000,2.4,1.6,3.9,4.9,6.8
1718067600,2,3.6,5.4,6.7,8.3
1718071200,1.5,1.8,2.5,4.4,6.2
1718074800,1.6,2.3,4.4,6,7.3
1718078400,1.2,2.5,4.1,5.4,7
1718082000,1.8,2.1,3.4,4.6,5.6
1718085600,3.5,3.4,3.7,4.7,4.9
1718089200,4.8,5.6,5.6,5.6,5.6
1718092800,5.8,7.4,7.7,7.4,7.2
1718096400,6.6,9.2,9.4,8.9,8.7
1718100000,7,10.7,10.5,10.3,9.6
1718103600,7.1,11.7,12,11.8,11.5
1718107200,7.4,13.5,14.3,14.3,14
1718110800,7.9,15.3,16.3,16.1,15.6
1718114400,7.8,17.6,18.5,18.7,18.5
1718118000,7.6,16.8,18.2,18,17.7
1718121600,6.8,13.2,14.2,14,13.9
1718125200,5.7,10.4,11,10.8,10.6
1718128800,4.5,7.7,8,7.8,7.6
1718132400,3,4.1,4.3,4.3,4.1
1718136000,2.1,2.5,2.8,2.8,2.8
1718139600,1.5,2.6,3,3.1,3.1
1718143200,1.2,1.1,0.4,0.4,0.8
1718146800,1.2,1.1,1.5,1.8,1.8
1718150400,0.4,1,2.9,4,4.9
1718154000,0.4,0.5,3.3,4,4.8
1718157600,0.3,1.5,1.9,2.7,4
1718161200,0.2,0.8,2.5,3.6,4.8
1718164800,0.2,1.6,1.6,2.2,2.9
1718168400,0.5,3.1,1.1,1,1.1
1718172000,2.5,0.8,0.8,1.1,1.5
1718175600,3.6,3.6,3.6,3.4,3.2
1718179200,4.6,5.2,5,4.6,4.1
1718182800,5.3,6.3,6.2,6.1,5.8
1718186400,5.7,8,8,7.9,7.6
1718190000,5.9,11.4,11.5,11,10.9
1718193600,6.3,12.4,12.4,12.3,12.1
1718197200,6.5,13.9,14.3,14.1,13.7
1718200800,6.6,15.1,15.9,16.3,16.3
1718204400,5.8,14.8,15.7,15.6,15.5
1718208000,5.2,12.4,13.2,13,13.2
1718211600,4.3,8.9,9.2,9,8.8
1718215200,3.1,6.6,6.8,6.5,6.2
1718218800,2,3.7,3.7,4,3.8
1718222400,1.2,2.3,3,2.9,3.3
1718226000,0.8,0.5,0.4,0.4,0.5
1718229600,0.5,2.8,3.2,3.5,3.1
1718233200,0.5,1.8,1.9,2.4,2.6
1718236800,0,6.1,6.6,5.9,5.4
1718240400,0,2.5,3.3,3.2,3.4
1718244000,-0.4,0.5,1.8,2.5,2.9
1718247600,-1,3.6,5.3,5.7,5.9
1718251200,-1.3,3.4,5.3,6.4,7.1
1718254800,-0.8,3.6,5.2,5.6,5.7
1718258400,0.7,4,4.3,4.3,4.3
1718262000,1.8,5,5,5,4.6
1718265600,3,7.8,7.8,7.6,7.2
1718269200,4.3,10.5,10.7,10.5,10
1718272800,5.6,11,11,11,10.5
1718276400,6.4,11.5,11.5,11.2,10.7
1718280000,7.1,14.1,14.8,14.6,14.3
1718283600,7,18.6,19.6,19.9,19.5
1718287200,7.3,19.7,21.4,21.4,21.2
1718290800,7.1,19.2,20.8,21.1,21
1718294400,6.7,16.3,17.7,17.7,17.5
1718298000,5.9,12.7,14.2,14,14.2
1718301600,4.8,9.4,10.4,10.4,10.5
1718305200,3.4,6.2,7.3,7.4,7.3
1718308800,2.3,2.9,5.1,5.6,6.2
1718312400,1.5,2.4,1.6,2.2,3
1718316000,1.5,4,1.8,1.1,2.3
1718319600,1.8,2.9,1.6,1.3,1.8
1718323200,1.6,4.6,6.4,7.1,7.6
1718326800,1.7,1.5,2.6,4.4,5.3
1718330400,1.3,3,3.7,4.3,5.3
1718334000,1.9,2.4,4.1,5.1,5.7
1718337600,2,5.2,7.6,8.5,9.2
1718341200,2.3,7.9,10.2,10.9,11.8
1718344800,2.8,6.9,9,10.4,11.6
1718348400,2.8,8.7,10,11,12.1
1718352000,2.8,8.7,9.5,9.9,10.5
1718355600,2.7,7.9,8.7,8.9,9.8
1718359200,3.1,7.4,7.7,7.9,8.3
1718362800,3.6,5.6,5.8,5.7,5.9
1718366400,4.2,10.1,10.8,10.8,10.8
1718370000,4.1,9.9,10.5,10.7,10.7
1718373600,4.5,8.2,8.5,8.7,8.6
1718377200,5.6,7.2,7.6,7.6,7.6
1718380800,5.8,6.3,6.8,7,6.8
1718384400,5.9,7.5,8.7,9.2,9.7
1718388000,5.7,8.4,10.5,11.3,12.4
1718391600,4.8,7.1,10.5,11.8,12.7
1718395200,4.2,9.1,13.9,14.8,15.5
1718398800,4.1,10.9,16.8,18.1,19
1718402400,4.1,7.7,12.3,13.5,14.2
1718406000,4.1,11.4,17.6,19.1,20.1
1718409600,3.9,19.2,26.1,28.1,29.9
1718413200,3.9,21.5,29.1,31.1,33.1
1718416800,3.6,21.3,28.3,30.6,32.6
1718420400,2.9,28.3,36.4,38.9,40.5
1718424000,2.5,29.8,38.4,41,43
1718427600,2.6,30.3,39.7,42.5,44.8
1718431200,2.9,32.3,42,45.3,47.9
1718434800,3.9,36.9,47.1,50.2,52.7
1718438400,3.5,28.7,36.1,38.4,40.2
1718442000,3.7,21.3,26.5,28,29.5
1718445600,4.2,18.5,22.5,23.8,25.3
1718449200,4.5,15.1,18.3,19.5,20.5
1718452800,4.7,14,16.5,17.4,18.4
1718456400,5.3,15.9,19,20,20.8
1718460000,5.1,15.5,18.8,19.8,21
1718463600,5.5,16.3,19.2,20.6,21.5
1718467200,5.4,15.8,18.4,19.2,20
1718470800,4.8,15.6,18,19.1,19.8
1718474400,4.1,11.7,13.6,14.6,15.2
1718478000,3.2,10.6,12.6,13.6,14.6
1718481600,2.5,8.4,10.4,11.3,12.3
1718485200,1.9,5.8,8,8.6,9.4
1718488800,1.3,2.6,4.8,5.8,6.6
1718492400,1.1,1.9,4.6,5.7,6.9
1718496000,1.5,2.1,3.7,4,4.7
1718499600,1.6,2.3,3.7,4.4,5.2
1718503200,1.6,3.1,4.1,5,6.3
1718506800,1.3,2.4,4.1,5.2,6.1
1718510400,1.1,2.1,4.7,6,7.2
1718514000,1.2,3.3,2.5,4.3,5.6
1718517600,3.5,2.8,3.8,4.6,5.4
1718521200,4.8,7.1,7.7,7.7,7.1
1718524800,5.7,8.9,9.2,9.2,8.9
1718528400,6.7,10.2,10.4,10.4,9.9
1718532000,7.3,11.2,11.5,11.2,11
1718535600,7.4,13,13.5,13.3,12.8
1718539200,7.6,13,13.8,13.5,13.2
1718542800,8.2,15.3,16.2,16.4,16.1
1718546400,8.1,17.2,19.2,19.4,19.4
1718550000,7.6,14,15.8,15.8,15.8
1718553600,7.1,11.9,13,13.3,13.4
1718557200,6.5,10.5,11.3,11.6,11.7
1718560800,5.9,8.6,9.6,9.8,9.7
1718564400,5.1,6.2,7.8,8,8.5
1718568000,4.7,5.1,7.4,8.1,9.2
1718571600,4.2,4.2,7,8,8.8
1718575200,3.9,4,6.8,8.1,9.4
1718578800,3.9,3.3,6.5,8,9.8
1718582400,4.5,3.3,6.1,6.9,7.9
1718586000,4.2,3.5,6.1,6.9,7.9
1718589600,3.9,3,5,6.2,7.7
1718593200,4.3,3.1,6.1,6.9,8.1
1718596800,4.1,0.8,2.2,3.6,4.6
1718600400,3.8,7.2,6.4,4.3,2.3
1718604000,6.3,4,4.3,4.7,5.2
1718607600,7.9,6,6.6,6.9,7.1
1718611200,8.9,8.4,9,9.5,9.7
1718614800,9.7,10.3,10.9,11.3,11.5
1718618400,10.6,13.3,14,14.2,14.5
1718622000,10.9,15.2,16.2,16.2,16.2
1718625600,10.7,16.4,17.7,17.7,18
1718629200,10.9,16.3,18,18,18
1718632800,11.3,16.2,17.6,17.7,18.1
1718636400,11,14.4,15.5,15.9,16
1718640000,10.7,11.1,12.1,12,12
1718643600,10.2,7,7.3,7.2,7.2
1718647200,9.3,4.8,4.8,4.7,4.6
1718650800,7.9,1.6,1,0.8,1.1
1718654400,6.8,5.2,6,5.6,5.1
1718658000,6.4,8,11.2,10.8,10.2
1718661600,6.2,8.2,11.3,10.4,10.1
1718665200,6,9,12.2,12,11.5
1718668800,6.3,11.3,16.3,16.2,16.2
1718672400,6.3,12.4,17.4,18,18.4
1718676000,6,10.2,15.2,15.5,15.5
1718679600,6.1,12.7,18,18.4,18.8
1718683200,6.1,13.1,18.8,19.5,19.8
1718686800,6.7,10.4,15,15.6,15.9
1718690400,8.4,6.9,9.8,10.9,11.6
1718694000,10,9,11.2,11.5,12.3
1718697600,11.4,9,10.4,11.2,11.8
1718701200,12.6,9.4,10.8,11.1,11.8
1718704800,13.4,12.5,13.9,14.5,14.8
1718708400,14.1,14.1,15.7,16.3,16.6
1718712000,14.7,15.9,17.6,18.4,18.6
1718715600,14.1,20.5,23,23.4,23.7
1718719200,14.1,21.5,24.5,25.4,25.5
1718722800,13.8,21.6,25.9,26.6,27.2
1718726400,13.5,20.1,24.7,25.5,26.1
1718730000,12.3,17,21.4,22.5,23.2
1718733600,11.4,12.6,16.6,18.1,19.1
1718737200,10.5,11.4,16.6,18,19.1
1718740800,9.6,12.4,17.1,18,18.9
1718744400,9.5,14.2,19.3,20.3,21.2
1718748000,9.5,15.5,21,22.3,23.2
1718751600,9.6,17,22.8,24.1,25.3
1718755200,9.5,17.4,23.9,25.2,26.5
1718758800,9.4,18.6,25.4,27,28.3
1718762400,9.3,19,26.1,27.8,29.2
1718766000,9.2,18.1,25.2,27,28.5
1718769600,8.9,15.5,23.1,24.8,26.2
1718773200,9.3,14.8,22.5,24.6,26.1
1718776800,10.8,15,20.9,23.1,25.2
1718780400,12,17,20.8,22.4,23.8
1718784000,13,21.4,25.7,27.1,28.2
1718787600,13.9,25.1,30.3,31.4,32.5
1718791200,14.8,29.7,36,37.4,38.5
1718794800,15.2,30.4,36.4,37.7,38.6
1718798400,15.5,37.4,46.2,47.8,49.2
1718802000,13.7,34.2,43,45.1,46.4
1718805600,12.9,24.8,31.7,33.8,35.8
1718809200,13,21.1,27.4,29.3,30.8
1718812800,12.6,15.3,19.5,20.7,21.9
1718816400,11.7,20.5,27.1,28.7,29.8
1718820000,10.8,11.4,16.2,17.5,18.7
1718823600,10.1,9,13.7,15.1,16.2
1718827200,9.6,21,27.6,29,30.4
1718830800,8.7,27,35,37.1,38.8
1718834400,8.6,29.9,39.3,42.3,44.6
1718838000,8.8,33.7,45.7,48.9,51
1718841600,8.1,11.3,16.6,18.9,21.7
1718845200,7.6,20.7,28.8,31.4,34
1718848800,7.6,4.1,8.2,10,11.8
1718852400,7.8,18.1,23.8,25.5,26.8
1718856000,7.7,15.9,22.4,24.6,26.4
1718859600,7.9,23.4,32.8,35.9,38.7
1718863200,8.3,25.5,34.9,38,41
1718866800,8.4,20.6,28.9,31.6,34.3
1718870400,8.8,22.9,31.6,34.3,37.1
1718874000,9,13.4,19.6,21.7,24.2
1718877600,9.2,11.8,18.3,21.2,24.1
1718881200,9.3,17.4,25.3,28.5,31.9
1718884800,9.9,16.8,24,26.8,29.6
1718888400,10.3,16.9,24.5,27.2,30.1
1718892000,10.5,18.2,25.9,28.6,31.2
1718895600,10.3,19.7,27.4,30.1,32.4
1718899200,9.8,20.2,28.2,30.8,32.9
1718902800,10.2,18.7,26.2,28.8,30.9
1718906400,10.5,18,25.5,28.2,30.4
1718910000,10.5,16,23.5,25.8,28
1718913600,10.3,17.2,25,27.3,29.7
1718917200,10.4,16.3,24,26.7,29.3
1718920800,10.7,22.6,33.1,36.4,39.4
1718924400,10.2,23.4,34,37.7,41.1
1718928000,9.8,29.5,41.9,45.6,48.7
1718931600,9.1,29.5,41.9,45.6,48.8
1718935200,8.5,20.8,31.6,35.4,38.6
1718938800,7.5,15.3,23.5,26,28.5
1718942400,6.5,16.1,23.5,25.9,28.1
1718946000,6.1,7.7,11.4,13.2,14.9
1718949600,6.7,41.2,64,71.3,77
1718953200,7.6,24.2,37,41.3,45.4
1718956800,8,16.9,25.4,28.7,32
1718960400,7.9,12.2,17.9,20.4,22.5
1718964000,8.6,13.7,18.1,19.5,20.5
1718967600,9.3,13,16.6,17.3,18.3
1718971200,9.5,14.8,17.2,17.6,18
1718974800,8.9,15.2,18.1,18.7,19.2
1718978400,8.6,13.1,15.1,15.8,16.3
1718982000,8,11.6,14.1,14.4,14.4
1718985600,6.7,3.9,4.1,3.6,3.5
1718989200,3.8,4.8,6.6,7.1,6.8
1718992800,5.2,8,10.3,10.8,11.4
1718996400,4.4,11.1,14.7,15.7,16.4
1719000000,4.1,9.9,13.8,14.8,15.8
1719003600,3.9,7.4,10.6,11.2,12
1719007200,3.2,2.6,4.7,6,7.4
1719010800,3,3.6,5.4,5.9,6.8
1719014400,3,3.1,5.9,7.1,8.6
1719018000,2.4,2.3,4.6,5.7,7.6
1719021600,2.3,2.1,3.1,4.6,5.9
1719025200,2.1,2.6,4.9,6,7.9
1719028800,2.3,3,5.4,6.4,7.9
1719032400,3.3,2.4,4,5.5,6.9
1719036000,4.9,5.6,6.6,7.5,8
1719039600,6,7.7,8.7,8.7,8.4
1719043200,7.1,8.4,9.4,9.4,9.2
1719046800,7.8,10.9,12.2,12.2,12.2
1719050400,8,12.2,14,14.1,13.8
1719054000,7.8,14,16.8,17.1,17.1
1719057600,7.4,14.7,18.9,19.8,19.9
1719061200,7.2,13.5,17.1,17.7,18.1
1719064800,6.7,15.4,19.8,20.8,21.3
1719068400,6,16.6,22.2,23.2,24
1719072000,5.7,17.4,23.5,24.9,25.6
1719075600,5.3,13.6,18.6,19.6,20.7
1719079200,4.6,9.4,13,13.8,14.5
1719082800,3.5,8.6,11.6,12.3,13
1719086400,2.5,5.8,8.3,9.1,10.2
1719090000,2.2,5.8,9.5,10.6,12.1
1719093600,1.3,4.6,8.7,10.1,11.4
1719097200,0.9,2.5,6.1,7.6,9.4
1719100800,1.8,8.4,12.2,13.6,15.3
1719104400,1.4,6.4,9.9,11.3,13
1719108000,1.1,3.9,8.2,10.1,11.9
1719111600,0.8,4.4,7.8,9.7,11.5
1719115200,0.6,5.6,10,12,13.9
1719118800,0.9,5.1,9.2,11,12.5
1719122400,2.5,6.3,7.1,7.3,7.9
1719126000,3.7,4.7,5.4,5.4,5.8
1719129600,4.6,6.5,7.1,7.2,7.1
1719133200,4.9,6.8,7.2,7.2,7.3
1719136800,4.6,10.2,11.7,12,12
1719140400,4.5,8.4,9.4,10,10.1
1719144000,5.2,12.6,14.9,15.7,15.9
1719147600,6.2,13.3,15.5,15.5,15.9
1719151200,5.7,10.5,11.9,11.9,11.9
1719154800,5.3,11.2,13.3,13.7,14.1
1719158400,5.2,9.8,11.2,11.5,11.5
1719162000,4.8,8.7,9.8,10.2,10.4
1719165600,4.6,6.4,7.6,8,9.1
1719169200,4.2,5.6,7.5,8.6,10.2
1719172800,3.6,6.5,8.8,9.8,11.2
1719176400,3.6,6.1,8.8,10,10.8
1719180000,3.4,8.8,11.9,13,13.8
1719183600,3.9,12.3,17.3,18.4,20
1719187200,3.2,11.3,15.5,16.9,18
1719190800,3.1,13.1,17.3,18.4,19.8
1719194400,3.1,13.4,18,19.8,21
1719198000,3.3,12.3,16.9,18.7,20.2
1719201600,3.8,11.6,15.8,17.3,18.4
1719205200,4.2,10.8,14.4,15.9,16.7
1719208800,5.2,7,8.6,9.4,10.2
1719212400,5.9,6.6,7.4,8,8.6
1719216000,6.4,9.4,11.2,11.8,12.1
1719219600,7.3,11.8,13.9,14.5,15.1
1719223200,7.7,12.7,14.4,14.6,15.1
1719226800,6.8,8.3,9.4,9.8,9.9
1719230400,7.2,11.2,13.3,13.7,14.1
1719234000,7.5,10.2,12,12.2,13
1719237600,7.2,10.4,12,12.4,12.5
1719241200,7.8,12.5,14.6,15.4,16.2
1719244800,7.1,10.5,12.3,13.1,13.6
1719248400,6.8,11.2,13.8,14.5,15
1719252000,6.3,9.3,11.6,12.3,12.5
1719255600,5.6,5.1,5.9,6.7,7.5
1719259200,5.3,7.2,10.2,11.4,12.3
1719262800,5.1,7.6,10,11,12
1719266400,4.9,10.9,14.8,16.2,17.4
1719270000,5.1,12.3,16.3,17.5,18.3
1719273600,5.1,14.1,19.4,21.4,22.7
1719277200,5.3,10.5,14.6,16.2,17.5
1719280800,5.2,9.7,13.4,14.3,15.5
1719284400,5.1,7.6,10.7,11.7,12.9
1719288000,5.2,9,12.7,13.8,15
1719291600,5.5,7.2,9.5,10.5,11.3
1719295200,6,5.8,7.3,8.1,9
1719298800,6.8,4.1,4.3,4.8,5.4
1719302400,7,7.7,8.4,8.7,9.2
1719306000,7.3,11.6,13,13.7,13.9
1719309600,8.1,9.8,11.1,11.3,11.6
1719313200,7.8,10.5,11.4,11.4,11.3
1719316800,8,4.3,4.5,4.7,4.7
1719320400,8.6,6.2,7,7,7.1
1719324000,8.3,11.3,12.6,12.4,12.6
1719327600,8.3,12.1,13.7,14.2,14.2
1719331200,8,10.9,12.3,12.2,12.1
1719334800,7.5,8.3,9,9.4,9.4
1719338400,7.1,5.4,5.9,5.9,6.2
1719342000,6.5,4.3,5.3,5.5,6
1719345600,5.7,4.3,5.2,6,6.6
1719349200,5.2,7,7.2,7.3,7.2
1719352800,5.7,1.8,4.2,5.5,6.4
1719356400,5,7.4,5.4,3.4,2.2
1719360000,5,1.1,1.6,3.2,4.3
1719363600,5,1.6,1.6,3.1,4.2
1719367200,4.8,3.6,1,0.7,1.9
1719370800,4.8,1,2.1,3.4,4.2
1719374400,4.5,0.7,2.4,3.5,4.7
1719378000,4.7,2.2,1.1,2.3,3.3
1719381600,6.1,0.5,0.8,1.1,1.8
1719385200,7.3,4.2,4.4,3.9,3.9
1719388800,7.9,6.9,7.1,6.9,6.6
1719392400,8.4,9,9,8.7,8.2
1719396000,9.3,8.9,8.9,8.6,8.1
1719399600,9,13.7,14.5,14.2,13.7
1719403200,8.3,7.7,8,8.1,7.7
1719406800,7.5,13.7,15.8,16.1,16
1719410400,8.3,10.4,12,12.5,13.4
1719414000,9.1,10.7,11.9,11.8,12
1719417600,8.6,8.6,9.8,10.2,10.9
1719421200,8.6,10.6,13,13.5,14.5
1719424800,8.7,7.9,9.4,9.8,10.5
1719428400,8.3,7.7,10.2,10.9,11.9
1719432000,8,5.7,8.2,8.9,9.8
