<CdSiteHydro>;<CdStationHydro>;<TypDeGrdSerieObsElaborHydro>;<PDTSerieObsElaborHydro>;<DtObsElaborHydro>;<StObsElaborHydro>;<ResObsElaborHydro>;<QualifObsElaborHydro>;<MethObsElaborHydro>;<ContObsElaborHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Type de grandeur de la série d'observations élaborées hydrométriques";"Pas de temps de la série d'observations élaborées hydrométriques";"Date d'observation élaborée hydrométrique";"Statut de l'observation élaborée hydrométrique";"Résultat de l'observation élaborée hydrométrique";"Qualification de l'observation élaborée hydrométrique";"Méthode d'obtention du résultat de l'observation élaborée hydrométrique";"Continuité de la donnée de l'observation élaborée hydrométrique";<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-24 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-25 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-26 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-27 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-28 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-29 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-30 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-01-31 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-01 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-02 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-03 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-04 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-05 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-06 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-07 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-08 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-09 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-10 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-11 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-12 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-13 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-14 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-15 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-16 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-17 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-18 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-19 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-20 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-21 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-22 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-23 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-24 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-25 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-26 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-27 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-02-28 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-01 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-02 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-03 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-04 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-05 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-06 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-07 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-08 00:00:00";16;3860;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-09 00:00:00";16;4500;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-10 00:00:00";16;4600;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-11 00:00:00";16;4700;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-12 00:00:00";16;4800;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-13 00:00:00";16;4900;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-14 00:00:00";16;4900;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-15 00:00:00";16;4900;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-16 00:00:00";16;5000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-17 00:00:00";16;5100;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-18 00:00:00";16;5200;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-19 00:00:00";16;5200;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-20 00:00:00";16;5200;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-21 00:00:00";16;8000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-22 00:00:00";16;5000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-23 00:00:00";16;8000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-24 00:00:00";16;7000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-25 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-26 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-27 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-28 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-29 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-30 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-03-31 00:00:00";16;6050;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-01 00:00:00";16;6050;20;4;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-02 00:00:00";16;6050;20;4;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-03 00:00:00";16;6050;20;4;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-04 00:00:00";16;6050;20;4;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-05 00:00:00";16;6050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-06 00:00:00";16;6050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-07 00:00:00";16;6050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-08 00:00:00";16;6050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-09 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-10 00:00:00";16;7050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-11 00:00:00";16;8000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-12 00:00:00";16;9450;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-13 00:00:00";16;11500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-14 00:00:00";16;14000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-15 00:00:00";16;15400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-16 00:00:00";16;17300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-17 00:00:00";16;17700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-18 00:00:00";16;16300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-19 00:00:00";16;16300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-20 00:00:00";16;17700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-21 00:00:00";16;19200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-22 00:00:00";16;20800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-23 00:00:00";16;27800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-24 00:00:00";16;24000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-25 00:00:00";16;17700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-26 00:00:00";16;15800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-27 00:00:00";16;15800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-28 00:00:00";16;15800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-29 00:00:00";16;16300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-04-30 00:00:00";16;20800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-01 00:00:00";16;25600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-02 00:00:00";16;21400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-03 00:00:00";16;20300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-04 00:00:00";16;19800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-05 00:00:00";16;18700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-06 00:00:00";16;17300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-07 00:00:00";16;19800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-08 00:00:00";16;26700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-09 00:00:00";16;35200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-10 00:00:00";16;33900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-11 00:00:00";16;39400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-12 00:00:00";16;36500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-13 00:00:00";16;35200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-14 00:00:00";16;33900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-15 00:00:00";16;34500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-16 00:00:00";16;34500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-17 00:00:00";16;38000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-18 00:00:00";16;44600;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-19 00:00:00";16;41600;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-20 00:00:00";16;46900;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-21 00:00:00";16;39400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-22 00:00:00";16;34500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-23 00:00:00";16;29400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-24 00:00:00";16;28300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-25 00:00:00";16;25600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-26 00:00:00";16;22900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-27 00:00:00";16;21900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-28 00:00:00";16;20300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-29 00:00:00";16;18700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-30 00:00:00";16;17700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-05-31 00:00:00";16;17700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-01 00:00:00";16;17700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-02 00:00:00";16;22400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-03 00:00:00";16;24000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-04 00:00:00";16;26200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-05 00:00:00";16;30700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-06 00:00:00";16;30000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-07 00:00:00";16;26700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-08 00:00:00";16;30000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-09 00:00:00";16;31300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-10 00:00:00";16;33900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-11 00:00:00";16;32600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-12 00:00:00";16;26700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-13 00:00:00";16;24000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-14 00:00:00";16;25100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-15 00:00:00";16;29400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-16 00:00:00";16;27200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-17 00:00:00";16;26200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-18 00:00:00";16;26200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-19 00:00:00";16;25600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-20 00:00:00";16;33200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-21 00:00:00";16;39400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-22 00:00:00";16;38700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-23 00:00:00";16;39400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-24 00:00:00";16;47700;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-25 00:00:00";16;45300;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-26 00:00:00";16;42300;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-27 00:00:00";16;38700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-28 00:00:00";16;38700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-29 00:00:00";16;39400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-06-30 00:00:00";16;37200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-01 00:00:00";16;32000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-02 00:00:00";16;31300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-03 00:00:00";16;30700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-04 00:00:00";16;32600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-05 00:00:00";16;31300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-06 00:00:00";16;29400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-07 00:00:00";16;28300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-08 00:00:00";16;27800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-09 00:00:00";16;27200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-10 00:00:00";16;26700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-11 00:00:00";16;25600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-12 00:00:00";16;25100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-13 00:00:00";16;24000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-14 00:00:00";16;23500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-15 00:00:00";16;22400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-16 00:00:00";16;21400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-17 00:00:00";16;22400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-18 00:00:00";16;21900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-19 00:00:00";16;21900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-20 00:00:00";16;19800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-21 00:00:00";16;17300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-22 00:00:00";16;16300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-23 00:00:00";16;15400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-24 00:00:00";16;14900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-25 00:00:00";16;14500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-26 00:00:00";16;12700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-27 00:00:00";16;12700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-28 00:00:00";16;12300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-29 00:00:00";16;11900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-30 00:00:00";16;11500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-07-31 00:00:00";16;11100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-01 00:00:00";16;11100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-02 00:00:00";16;11100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-03 00:00:00";16;10200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-04 00:00:00";16;9800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-05 00:00:00";16;9800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-06 00:00:00";16;9450;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-07 00:00:00";16;9450;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-08 00:00:00";16;9100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-09 00:00:00";16;8700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-10 00:00:00";16;9100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-11 00:00:00";16;9100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-12 00:00:00";16;8000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-13 00:00:00";16;7700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-14 00:00:00";16;7350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-15 00:00:00";16;7350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-16 00:00:00";16;7350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-17 00:00:00";16;7050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-18 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-19 00:00:00";16;6700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-20 00:00:00";16;8000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-21 00:00:00";16;7050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-22 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-23 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-24 00:00:00";16;5700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-25 00:00:00";16;5350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-26 00:00:00";16;5350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-27 00:00:00";16;6050;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-28 00:00:00";16;5350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-29 00:00:00";16;5000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-30 00:00:00";16;5000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-08-31 00:00:00";16;5000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-01 00:00:00";16;5000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-02 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-03 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-04 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-05 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-06 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-07 00:00:00";16;4390;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-08 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-09 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-10 00:00:00";16;5350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-11 00:00:00";16;5700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-12 00:00:00";16;5000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-13 00:00:00";16;5700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-14 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-15 00:00:00";16;4650;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-16 00:00:00";16;4390;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-17 00:00:00";16;4390;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-18 00:00:00";16;4390;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-19 00:00:00";16;4390;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-20 00:00:00";16;4390;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-21 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-22 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-23 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-24 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-25 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-26 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-27 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-28 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-29 00:00:00";16;3600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-09-30 00:00:00";16;3600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-01 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-02 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-03 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-04 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-05 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-06 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-07 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-08 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-09 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-10 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-11 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-12 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-13 00:00:00";16;3600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-14 00:00:00";16;4130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-15 00:00:00";16;3860;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-16 00:00:00";16;3600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-17 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-18 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-19 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-20 00:00:00";16;3330;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-21 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-22 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-23 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-24 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-25 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-26 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-27 00:00:00";16;3070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1971-10-28 00:00:00";16;3070;20;10;0;<FLG>
