<CdSiteHydro>;<CdStationHydro>;<TypDeGrdSerieObsElaborHydro>;<PDTSerieObsElaborHydro>;<DtObsElaborHydro>;<StObsElaborHydro>;<ResObsElaborHydro>;<QualifObsElaborHydro>;<MethObsElaborHydro>;<ContObsElaborHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Type de grandeur de la série d'observations élaborées hydrométriques";"Pas de temps de la série d'observations élaborées hydrométriques";"Date d'observation élaborée hydrométrique";"Statut de l'observation élaborée hydrométrique";"Résultat de l'observation élaborée hydrométrique";"Qualification de l'observation élaborée hydrométrique";"Méthode d'obtention du résultat de l'observation élaborée hydrométrique";"Continuité de la donnée de l'observation élaborée hydrométrique";<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-21 00:00:00";16;68500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-22 00:00:00";16;66000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-23 00:00:00";16;63000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-24 00:00:00";16;61000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-25 00:00:00";16;60500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-26 00:00:00";16;59000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-27 00:00:00";16;61000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-28 00:00:00";16;60500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-29 00:00:00";16;56000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-30 00:00:00";16;54000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-08-31 00:00:00";16;53000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-01 00:00:00";16;71500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-02 00:00:00";16;119000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-03 00:00:00";16;89500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-04 00:00:00";16;80500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-05 00:00:00";16;88500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-06 00:00:00";16;79000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-07 00:00:00";16;73500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-08 00:00:00";16;69500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-09 00:00:00";16;67500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-10 00:00:00";16;66000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-11 00:00:00";16;63500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-12 00:00:00";16;62000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-13 00:00:00";16;60000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-14 00:00:00";16;58000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-15 00:00:00";16;57000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-16 00:00:00";16;57000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-17 00:00:00";16;53500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-18 00:00:00";16;53500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-19 00:00:00";16;78000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-20 00:00:00";16;76000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-21 00:00:00";16;61000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-22 00:00:00";16;56000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-23 00:00:00";16;52500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-24 00:00:00";16;51000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-25 00:00:00";16;51500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-26 00:00:00";16;49600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-27 00:00:00";16;47500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-28 00:00:00";16;46300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-29 00:00:00";16;45200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-09-30 00:00:00";16;44000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-01 00:00:00";16;42800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-02 00:00:00";16;45700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-03 00:00:00";16;46200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-04 00:00:00";16;44600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-05 00:00:00";16;42300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-06 00:00:00";16;40500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-07 00:00:00";16;40500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-08 00:00:00";16;42800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-09 00:00:00";16;39300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-10 00:00:00";16;38100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-11 00:00:00";16;37000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-12 00:00:00";16;35800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-13 00:00:00";16;35800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-14 00:00:00";16;35300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-15 00:00:00";16;34800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-16 00:00:00";16;34800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-17 00:00:00";16;33800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-18 00:00:00";16;33400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-19 00:00:00";16;32900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-20 00:00:00";16;32400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-21 00:00:00";16;31900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-22 00:00:00";16;31900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-23 00:00:00";16;31900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-24 00:00:00";16;31400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-25 00:00:00";16;31400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-26 00:00:00";16;31400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-27 00:00:00";16;31400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-28 00:00:00";16;31400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-29 00:00:00";16;29900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-30 00:00:00";16;28900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-10-31 00:00:00";16;28500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-01 00:00:00";16;30400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-02 00:00:00";16;32000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-03 00:00:00";16;80500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-04 00:00:00";16;102000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-05 00:00:00";16;112000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-06 00:00:00";16;104000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-07 00:00:00";16;98000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-08 00:00:00";16;82500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-09 00:00:00";16;74500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-10 00:00:00";16;83500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-11 00:00:00";16;127000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-12 00:00:00";16;104000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-13 00:00:00";16;95000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-14 00:00:00";16;85000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-15 00:00:00";16;136000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-16 00:00:00";16;476000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-17 00:00:00";16;222000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-18 00:00:00";16;150000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-19 00:00:00";16;134000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-20 00:00:00";16;126000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-21 00:00:00";16;115000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-22 00:00:00";16;102000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-23 00:00:00";16;95000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-24 00:00:00";16;89500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-25 00:00:00";16;86000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-26 00:00:00";16;89500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-27 00:00:00";16;84500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-28 00:00:00";16;79000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-29 00:00:00";16;74000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-11-30 00:00:00";16;70000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-01 00:00:00";16;66500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-02 00:00:00";16;63000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-03 00:00:00";16;61500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-04 00:00:00";16;63000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-05 00:00:00";16;61500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-06 00:00:00";16;57000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-07 00:00:00";16;56000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-08 00:00:00";16;54500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-09 00:00:00";16;52000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-10 00:00:00";16;50500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-11 00:00:00";16;49400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-12 00:00:00";16;49400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-13 00:00:00";16;48100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-14 00:00:00";16;46800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-15 00:00:00";16;44400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-16 00:00:00";16;44400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-17 00:00:00";16;43300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-18 00:00:00";16;42200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-19 00:00:00";16;42200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-20 00:00:00";16;42200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-21 00:00:00";16;41100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-22 00:00:00";16;38900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-23 00:00:00";16;36700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-24 00:00:00";16;36700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-25 00:00:00";16;36700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-26 00:00:00";16;36200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-27 00:00:00";16;35600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-28 00:00:00";16;35100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-29 00:00:00";16;34500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-30 00:00:00";16;34500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1963-12-31 00:00:00";16;34500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-01 00:00:00";16;32000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-02 00:00:00";16;31000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-03 00:00:00";16;30500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-04 00:00:00";16;29900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-05 00:00:00";16;28800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-06 00:00:00";16;27800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-07 00:00:00";16;27800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-08 00:00:00";16;27300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-09 00:00:00";16;26800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-10 00:00:00";16;26200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-11 00:00:00";16;26200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-12 00:00:00";16;26200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-13 00:00:00";16;25700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-14 00:00:00";16;25700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-15 00:00:00";16;25200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-16 00:00:00";16;24700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-17 00:00:00";16;24100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-18 00:00:00";16;23600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-19 00:00:00";16;23000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-20 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-21 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-22 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-23 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-24 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-25 00:00:00";16;21200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-26 00:00:00";16;21200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-27 00:00:00";16;21200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-28 00:00:00";16;20800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-29 00:00:00";16;20800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-30 00:00:00";16;20800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-01-31 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-01 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-02 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-03 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-04 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-05 00:00:00";16;20000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-06 00:00:00";16;20000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-07 00:00:00";16;19400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-08 00:00:00";16;19200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-09 00:00:00";16;19400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-10 00:00:00";16;19400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-11 00:00:00";16;19600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-12 00:00:00";16;19200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-13 00:00:00";16;19000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-14 00:00:00";16;19000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-15 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-16 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-17 00:00:00";16;19600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-18 00:00:00";16;20000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-19 00:00:00";16;20000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-20 00:00:00";16;19600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-21 00:00:00";16;19200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-22 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-23 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-24 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-25 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-26 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-27 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-28 00:00:00";16;20800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-02-29 00:00:00";16;21200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-01 00:00:00";16;21200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-02 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-03 00:00:00";16;20000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-04 00:00:00";16;19600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-05 00:00:00";16;19600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-06 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-07 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-08 00:00:00";16;18400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-09 00:00:00";16;18400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-10 00:00:00";16;18400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-11 00:00:00";16;18800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-12 00:00:00";16;19600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-13 00:00:00";16;20000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-14 00:00:00";16;20400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-15 00:00:00";16;24100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-16 00:00:00";16;24100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-17 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-18 00:00:00";16;22000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-19 00:00:00";16;25200;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-20 00:00:00";16;36600;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-21 00:00:00";16;44000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-22 00:00:00";16;38300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-23 00:00:00";16;33700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-24 00:00:00";16;31500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-25 00:00:00";16;39400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-26 00:00:00";16;51000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-27 00:00:00";16;42300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-28 00:00:00";16;39400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-29 00:00:00";16;37700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-30 00:00:00";16;37100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-03-31 00:00:00";16;35400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-01 00:00:00";16;34800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-02 00:00:00";16;36000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-03 00:00:00";16;36000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-04 00:00:00";16;34800;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-05 00:00:00";16;33700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-06 00:00:00";16;33700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-07 00:00:00";16;33100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-08 00:00:00";16;32000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-09 00:00:00";16;31500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-10 00:00:00";16;33100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-11 00:00:00";16;34300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-12 00:00:00";16;38300;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-13 00:00:00";16;42900;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-14 00:00:00";16;45400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-15 00:00:00";16;44700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-16 00:00:00";16;44000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-17 00:00:00";16;44700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-18 00:00:00";16;44700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-19 00:00:00";16;51500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-20 00:00:00";16;60000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-21 00:00:00";16;59000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-22 00:00:00";16;53500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-23 00:00:00";16;49400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-24 00:00:00";16;47400;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-25 00:00:00";16;46100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-26 00:00:00";16;44700;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-27 00:00:00";16;48100;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-28 00:00:00";16;59000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-29 00:00:00";16;82000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-04-30 00:00:00";16;82500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-01 00:00:00";16;96000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-02 00:00:00";16;92500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-03 00:00:00";16;92000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-04 00:00:00";16;97500;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-05 00:00:00";16;120000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-06 00:00:00";16;113000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-07 00:00:00";16;113000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-08 00:00:00";16;132000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-09 00:00:00";16;150000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-10 00:00:00";16;146000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-11 00:00:00";16;146000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-12 00:00:00";16;158000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-13 00:00:00";16;176000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-14 00:00:00";16;186000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-15 00:00:00";16;186000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-16 00:00:00";16;179000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-17 00:00:00";16;175000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-18 00:00:00";16;175000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-19 00:00:00";16;185000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-20 00:00:00";16;192000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-21 00:00:00";16;170000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-22 00:00:00";16;142000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-23 00:00:00";16;131000;20;10;0;<FLG>
X0310010;X031001001;QmnJ;1;"1964-05-24 00:00:00";16;118000;20;10;0;<FLG>
